"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Lower respiratory infections","16.9","16.93875","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Other circulatory diseases","7.4","7.43947","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Neurological conditions","1.9","1.91200","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Unintentional injuries","47.6","47.55001","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Ovary cancer","38.4","38.42452","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","STDs excluding HIV","0.0","0.01126","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Iodine deficiency","0.0","0.00161","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Syphilis","0.0","0.00573","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Other mental and behavioural disorders","0.0","0.00648","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Bipolar disorder","0.1","0.05980","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Tetanus","0.0","0.00151","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Fire, heat and hot substances","4.3","4.27229","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Gynecological diseases","0.1","0.06420","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Endocrine, blood, immune disorders","5.2","5.21788","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Cataracts","0.0","0.00212","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Parkinson's disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Glaucoma","0.0","0.01735","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Prostate cancer","0.0","0.00135","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Melanoma and other skin cancers","11.0","11.04039","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Respiratory diseases","540.9","540.90637","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Whooping cough","0.0","0.00536","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Idiopathic intellectual disability","0.3","0.31948","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Melanoma and other skin cancers","3.2","3.15745","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Acute hepatitis B","0.6","0.56534","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Chagas disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Peptic ulcer disease","0.2","0.23818","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Schistosomiasis","0.0","0.03048","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Multiple sclerosis","1.4","1.39923","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Tetanus","0.0","0.00689","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Noncommunicable diseases","5581.0","5581.00098","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Eating disorders","0.2","0.16164","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Tetanus","0.0","0.00710","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Eating disorders","0.1","0.12895","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Malaria","0.0","0.04509","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Lymphomas, multiple myeloma","54.1","54.13289","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Hypertensive heart disease","1.3","1.32218","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Genitourinary diseases","15.4","15.35406","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Respiratory diseases","484.5","484.47531","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Corpus uteri cancer","0.6","0.55677","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Urolithiasis","0.0","0.02464","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Leukaemia","58.6","58.60704","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Nutritional deficiencies","12.8","12.83796","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Oesophagus cancer","5.8","5.75040","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other genitourinary diseases","0.5","0.49398","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Meningitis","0.1","0.14142","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Neural tube defects","0.0","0.01397","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Epilepsy","1.0","1.04829","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other genitourinary diseases","1.4","1.37226","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Mental and behavioral disorders","0.1","0.09593","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Mental and behavioral disorders","16.8","16.82462","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Tetanus","0.1","0.09024","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","STDs excluding HIV","0.1","0.09983","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Diphtheria","0.0","0.00616","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Other nutritional deficiencies","0.0","0.01770","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Skin diseases","0.7","0.73103","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Intestinal nematode infections","0.0","0.00116","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Drug use disorders","0.9","0.94801","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Syphilis","0.0","0.02938","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Multiple sclerosis","0.9","0.89843","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Neurological conditions","19.3","19.28464","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Protein-energy malnutrition","1.0","0.99975","","",""
