"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Other unintentional injuries","24.0","24.02421","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Other respiratory diseases","2.7","2.65212","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Lower respiratory infections","30.0","29.96425","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Cardiomyopathy, myocarditis, endocarditis","1.2","1.22345","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Collective violence and legal intervention","3.1","3.08171","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Appendicitis","11.8","11.80474","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Dengue","0.3","0.31129","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Intentional injuries","18.7","18.70008","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Melanoma and other skin cancers","0.6","0.58390","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Respiratory diseases","42.0","41.96547","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Cervix uteri cancer","54.6","54.61629","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Pancreas cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Ischaemic heart disease","4.3","4.26523","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Lymphomas, multiple myeloma","1.2","1.19601","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Upper respiratory infections","0.2","0.17388","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Congenital heart anomalies","12.2","12.19080","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Upper respiratory infections","0.1","0.12024","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Digestive diseases","433.2","433.15729","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Melanoma and other skin cancers","1.9","1.91791","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Skin diseases","13.3","13.27561","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Asthma","8.4","8.35011","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Neonatal conditions","71.4","71.35972","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Epilepsy","6.6","6.60037","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Parkinson's disease","0.1","0.07532","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Parkinson's disease","3.6","3.59850","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Lower respiratory infections","19.4","19.40500","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Encephalitis","8.5","8.50792","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Iodine deficiency","0.1","0.08459","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Tetanus","2.4","2.44194","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Gynecological diseases","0.2","0.18490","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Other congenital anomalies","0.3","0.32354","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Whooping cough","1.0","1.02957","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Diarrhoeal diseases","33.0","33.03453","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Acute hepatitis C","0.2","0.20224","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Acute hepatitis C","0.0","0.04234","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cardiomyopathy, myocarditis, endocarditis","15.2","15.20314","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Falls","15.4","15.42141","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Acute hepatitis B","18.1","18.14803","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Leukaemia","1.9","1.91371","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other digestive diseases","24.2","24.15232","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Dengue","0.5","0.52646","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Melanoma and other skin cancers","0.1","0.08600","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Endocrine, blood, immune disorders","9.5","9.46278","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Collective violence and legal intervention","12.8","12.81940","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Leishmaniasis","0.8","0.75658","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Schizophrenia","0.9","0.87525","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Ovary cancer","19.1","19.12348","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Noncommunicable diseases","332.5","332.47571","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Dengue","0.2","0.24611","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Exposure to forces of nature","0.1","0.08245","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other STDs","0.2","0.19409","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Epilepsy","6.3","6.29628","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Lower respiratory infections","16.4","16.39491","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Digestive diseases","6.6","6.55155","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Other congenital anomalies","2.7","2.65627","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Prostate cancer","226.8","226.75600","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Drowning","24.9","24.88569","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Urolithiasis","3.5","3.45508","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Musculoskeletal diseases","44.9","44.90988","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Upper respiratory infections","0.1","0.12524","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Schizophrenia","0.4","0.35586","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Alcohol use disorders","0.2","0.21899","","",""
